date,flight_number,route,aircraft_type,seats,distance_nm,scheduled_block_hours,actual_block_hours,dep_time_local,arr_time_sched_local,arr_time_actual_local,dep_delay_min,arr_delay_min,otp_arrival_15m,turnaround_time_min,weather_index,atc_congestion_index,wind_component_index,load_factor,pax,payload_kg,fuel_burn_kg,fuel_cost_inr_thousands,crew_cost_inr_thousands,maint_cost_inr_thousands,other_cost_inr_thousands,total_cost_inr_thousands,revenue_inr_thousands,profit_inr_thousands,extra_flight_possible_flag
2025-03-03,6E 2000,DEL-BOM,A320ceo,180,707,2.22,2.38,05:30,07:43,08:10,18.1,28.0,0,38,0.102,0.177,-0.042,0.867,156,2613,5517,377.9,61.8,33.3,25.8,498.8,866.8,368.0,0
2025-08-06,6E 2007,DEL-BOM,A320ceo,180,707,2.28,2.33,23:00,01:17,01:31,12.7,14.2,1,39,0.363,0.07,0.084,0.867,156,2587,5409,365.9,60.6,32.6,19.1,478.2,1104.0,625.8,0
2024-09-22,6E 2000,DEL-BOM,A320ceo,180,707,2.26,2.3,05:30,07:45,07:56,8.3,11.1,1,31,0.311,0.051,0.208,0.741,133,2817,5341,368.5,59.8,32.2,27.5,488.0,804.1,316.1,0
2024-10-22,6E 2004,DEL-BOM,A320ceo,180,707,2.26,2.3,15:30,17:45,17:48,4.8,2.7,1,31,0.183,0.225,0.106,0.841,151,2740,5346,375.5,59.9,32.3,15.5,483.2,1056.4,573.2,0
2025-01-28,6E 2005,DEL-BOM,A321neo,232,707,2.38,2.5,18:00,20:22,20:40,13.6,17.9,0,40,0.509,0.437,0.217,0.9,209,3002,5700,350.4,75.0,33.8,25.8,485.0,1828.8,1343.9,0
2024-10-09,6E 2005,DEL-BOM,A320ceo,180,707,2.2,2.18,18:00,20:12,20:23,12.3,11.4,1,42,0.136,0.435,0.182,0.881,159,3081,5054,347.6,56.6,30.5,27.1,461.7,1061.2,599.5,0
2024-11-28,6E 2004,DEL-BOM,A320neo,186,707,2.23,2.23,15:30,17:43,17:56,11.6,13.2,1,32,0.175,0.226,-0.073,0.85,158,2616,4716,313.8,62.6,26.8,28.6,431.8,1187.5,755.6,0
2025-02-18,6E 2005,DEL-BOM,A321neo,232,707,2.21,2.07,18:00,20:12,20:17,11.0,5.6,1,38,0.082,0.513,0.003,0.903,210,4317,4725,287.0,62.0,27.9,26.6,403.5,1689.8,1286.3,0
2025-04-04,6E 2000,DEL-BOM,A321neo,232,707,2.25,2.22,05:30,07:45,07:49,8.1,3.9,1,41,0.069,0.158,0.014,0.929,216,4083,5062,323.8,66.5,29.9,18.9,439.1,1675.8,1236.7,0
2024-11-23,6E 2000,DEL-BOM,A320ceo,180,707,2.21,2.38,05:30,07:42,07:53,5.7,10.8,1,33,0.172,0.112,0.091,0.771,139,2966,5521,391.7,61.8,33.3,24.4,511.2,1083.6,572.4,0
2025-04-02,6E 2001,DEL-BOM,A320neo,186,707,2.21,2.13,08:00,10:12,09:59,-2.5,-8.0,1,27,0.148,0.201,0.114,0.829,154,2153,4490,317.4,59.6,25.6,25.7,428.2,883.4,455.1,0
2025-06-01,6E 2000,DEL-BOM,A320ceo,180,707,2.22,2.22,05:30,07:43,08:00,16.6,16.9,0,30,0.11,0.142,0.252,0.798,144,2654,5155,315.0,57.8,31.1,20.4,424.2,1173.2,749.0,0
2025-03-05,6E 2001,DEL-BOM,A320ceo,180,707,2.24,2.21,08:00,10:14,10:12,-2.6,-2.5,1,35,0.186,0.212,0.146,0.842,151,2945,5139,361.7,57.6,31.0,21.8,472.0,1275.5,803.4,0
2024-12-12,6E 2005,DEL-BOM,A320neo,186,707,2.35,2.63,18:00,20:21,20:46,11.4,25.2,0,30,0.687,0.352,0.089,0.904,168,4073,5555,406.5,73.5,31.5,15.3,526.8,1034.7,507.8,0
2025-01-04,6E 2001,DEL-BOM,A321neo,232,707,2.36,2.61,08:00,10:21,10:49,9.4,27.7,0,46,0.456,0.262,0.091,0.779,181,2833,5939,401.6,78.2,35.2,16.3,531.2,1282.7,751.5,0
2025-02-10,6E 2000,DEL-BOM,A320ceo,180,707,2.24,2.35,05:30,07:44,07:53,5.2,8.9,1,31,0.066,0.113,0.116,0.793,143,2737,5462,375.4,61.2,32.9,29.1,498.6,1249.3,750.7,0
2024-12-31,6E 2006,DEL-BOM,A320ceo,180,707,2.34,2.26,20:30,22:50,22:49,9.6,-1.4,1,36,0.392,0.422,0.157,0.886,160,2715,5235,357.5,58.7,31.6,25.4,473.1,1218.1,745.0,0
2025-04-04,6E 2007,DEL-BOM,A320ceo,180,707,2.23,2.29,23:00,01:14,01:22,5.6,8.2,1,34,0.241,0.191,0.097,0.861,155,3046,5328,360.1,59.7,32.1,19.4,471.3,839.0,367.7,0
2025-06-21,6E 2003,DEL-BOM,A320ceo,180,707,2.23,2.21,13:00,15:13,15:26,11.9,13.1,1,36,0.221,0.162,0.189,0.881,159,3065,5128,310.7,57.4,30.9,18.2,417.3,1220.1,802.8,0
2024-11-29,6E 2003,DEL-BOM,A320ceo,180,707,2.2,2.33,13:00,15:12,15:28,13.1,16.6,0,31,0.222,0.18,0.085,0.86,155,2793,5401,387.6,60.5,32.6,20.4,501.1,1273.8,772.6,0
2025-04-09,6E 2002,DEL-BOM,A320ceo,180,707,2.21,2.36,10:30,12:42,12:48,-1.6,6.3,1,36,0.197,0.42,-0.029,0.886,159,2831,5482,342.3,61.4,33.1,18.5,455.2,1131.5,676.3,0
2024-10-13,6E 2005,DEL-BOM,A320neo,186,707,2.26,2.48,18:00,20:15,20:41,13.3,25.8,0,39,0.138,0.308,0.111,0.887,165,3438,5251,356.9,69.6,29.8,29.0,485.3,1072.0,586.7,0
2025-03-04,6E 2001,DEL-BOM,A320neo,186,707,2.23,2.13,08:00,10:13,10:14,5.1,0.3,1,34,0.24,0.369,0.045,0.795,148,2846,4505,300.2,59.7,25.6,26.8,412.4,806.9,394.6,0
2025-06-24,6E 2001,DEL-BOM,A320ceo,180,707,2.23,2.28,08:00,10:14,10:35,18.1,21.9,0,32,0.06,0.303,-0.138,0.873,157,2963,5291,377.7,59.3,31.9,24.3,493.1,1046.5,553.4,0
2025-05-28,6E 2004,DEL-BOM,A321neo,232,707,2.25,2.3,15:30,17:44,18:05,12.4,21.1,0,38,0.24,0.198,0.028,0.818,190,3416,5237,323.6,68.9,31.0,15.2,438.7,1669.1,1230.4,0
2024-09-06,6E 2004,DEL-BOM,A320ceo,180,707,2.26,2.25,15:30,17:45,17:58,16.2,12.7,1,28,0.297,0.063,0.137,0.846,152,2833,5228,346.0,58.6,31.5,27.6,463.7,1232.3,768.5,0
2025-06-25,6E 2000,DEL-BOM,A320neo,186,707,2.21,2.3,05:30,07:42,07:57,8.3,14.7,1,32,0.189,0.215,0.218,0.808,150,2918,4857,293.1,64.4,27.6,21.8,406.9,1204.8,797.9,0
2025-08-16,6E 2007,DEL-BOM,A320ceo,180,707,2.31,2.42,23:00,01:18,01:41,15.3,23.3,0,38,0.428,0.027,0.121,0.842,152,2910,5611,413.1,62.8,33.8,18.0,527.9,927.5,399.6,0
2025-04-27,6E 2004,DEL-BOM,A320ceo,180,707,2.22,2.16,15:30,17:43,17:51,10.0,8.3,1,35,0.055,0.095,0.076,0.828,149,2991,5016,361.7,56.2,30.2,15.9,464.0,1017.7,553.7,0
2024-11-09,6E 2002,DEL-BOM,A320neo,186,707,2.26,2.51,10:30,12:45,13:06,5.5,21.2,0,39,0.205,0.248,0.122,0.844,157,2337,5304,336.4,70.4,30.2,17.0,453.9,1196.4,742.5,0
2024-11-19,6E 2006,DEL-BOM,A321neo,232,707,2.23,2.22,20:30,22:43,22:46,1.2,2.9,1,44,0.092,0.276,0.22,0.882,205,4860,5078,319.4,66.6,30.0,27.1,443.1,1516.8,1073.7,0
2024-09-29,6E 2007,DEL-BOM,A320ceo,180,707,2.26,2.21,23:00,01:15,01:11,-5.0,-4.5,1,35,0.272,0.158,0.076,0.903,162,3196,5143,325.1,57.6,31.0,26.4,440.1,1268.9,828.8,0
2024-09-13,6E 2001,DEL-BOM,A320neo,186,707,2.27,2.24,08:00,10:16,10:06,-5.0,-8.0,1,40,0.272,0.255,0.154,0.875,163,2910,4726,322.5,62.7,26.9,19.1,431.2,956.7,525.6,0
2024-09-25,6E 2004,DEL-BOM,A320neo,186,707,2.28,2.46,15:30,17:46,18:10,11.1,24.0,0,36,0.583,0.193,-0.01,0.798,148,2511,5182,382.4,68.8,29.5,26.1,506.7,983.5,476.8,0
2025-03-15,6E 2006,DEL-BOM,A320neo,186,707,2.24,2.36,20:30,22:44,23:05,12.0,20.6,0,38,0.236,0.238,-0.061,0.85,158,2620,4982,299.8,66.1,28.3,17.7,412.0,1407.2,995.2,0
2025-08-07,6E 2004,DEL-BOM,A320ceo,180,707,2.29,2.47,15:30,17:47,18:10,8.7,22.8,0,40,0.493,0.189,0.089,0.8,144,2415,5725,378.7,64.2,34.6,22.7,500.1,1029.7,529.6,0
2025-05-03,6E 2002,DEL-BOM,A320ceo,180,707,2.24,2.31,10:30,12:44,12:42,-4.9,-1.8,1,36,0.089,0.232,0.225,0.844,152,2715,5354,381.4,60.0,32.3,20.1,493.8,1226.1,732.3,0
2025-05-21,6E 2003,DEL-BOM,A320ceo,180,707,2.25,2.34,13:00,15:14,15:22,3.4,7.6,1,36,0.156,0.119,0.156,0.872,157,2783,5438,352.7,60.9,32.8,18.5,464.9,1158.3,693.4,0
2025-02-18,6E 2007,DEL-BOM,A320neo,186,707,2.21,2.16,23:00,01:12,01:09,6.3,-2.9,1,32,0.102,0.123,0.209,0.874,163,3127,4564,291.2,60.5,25.9,23.5,401.1,1303.3,902.2,0
2025-01-09,6E 2002,DEL-BOM,A320ceo,180,707,2.33,2.42,10:30,12:49,12:57,6.3,7.8,1,34,0.402,0.418,0.098,0.831,150,3292,5632,377.5,63.0,33.9,23.6,498.1,1067.0,568.9,0
2024-09-09,6E 2001,DEL-BOM,A321neo,232,707,2.27,2.31,08:00,10:16,10:34,13.0,18.6,0,41,0.255,0.429,0.093,0.767,178,3357,5271,348.2,69.3,31.2,20.0,468.6,1214.5,745.8,0
2025-02-21,6E 2000,DEL-BOM,A320ceo,180,707,2.22,2.28,05:30,07:43,07:47,-2.3,4.9,1,37,0.22,0.199,0.049,0.917,165,3214,5298,360.1,59.3,31.9,25.6,477.0,1305.1,828.1,0
2024-12-23,6E 2006,DEL-BOM,A320neo,186,707,2.32,2.59,20:30,22:49,23:08,1.8,18.8,0,41,0.631,0.191,-0.024,0.764,142,2277,5466,329.3,72.6,31.1,19.5,452.4,1159.4,706.9,0
2025-03-16,6E 2002,DEL-BOM,A321neo,232,707,2.22,2.21,10:30,12:42,12:56,10.7,13.5,1,39,0.096,0.352,0.008,0.817,190,4068,5056,336.6,66.4,29.9,27.1,459.9,1490.7,1030.8,0
2025-06-04,6E 2006,DEL-BOM,A320ceo,180,707,2.2,2.25,20:30,22:42,22:49,3.8,7.1,1,34,0.158,0.41,0.028,0.851,153,2626,5222,317.8,58.5,31.5,27.2,435.0,823.5,388.5,0
2025-02-09,6E 2005,DEL-BOM,A321neo,232,707,2.21,2.28,18:00,20:12,20:30,11.4,17.8,0,40,0.181,0.167,0.214,0.786,182,2852,5196,330.9,68.4,30.8,18.8,448.8,1107.1,658.2,0
2024-11-09,6E 2006,DEL-BOM,A320ceo,180,707,2.23,2.21,20:30,22:43,22:40,-2.4,-3.0,1,39,0.163,0.429,0.041,0.845,152,2607,5137,331.9,57.6,31.0,26.2,446.6,1261.9,815.2,0
2024-09-05,6E 2003,DEL-BOM,A321neo,232,707,2.31,2.41,13:00,15:18,15:32,6.5,13.8,1,44,0.26,0.203,0.029,0.746,173,2674,5493,349.2,72.3,32.5,20.6,474.7,1449.3,974.6,0
2025-04-21,6E 2006,DEL-BOM,A320neo,186,707,2.26,2.51,20:30,22:45,23:21,17.9,35.9,0,32,0.179,0.504,0.245,0.935,174,3118,5293,341.1,70.2,30.1,20.4,461.7,957.6,495.9,0
2024-10-03,6E 2006,DEL-BOM,A320neo,186,707,2.23,2.21,20:30,22:43,22:57,13.7,13.6,1,32,0.167,0.214,0.129,0.858,160,3595,4680,314.7,62.0,26.6,19.2,422.5,1071.2,648.6,0
2025-05-27,6E 2000,DEL-BOM,A320ceo,180,707,2.25,2.2,05:30,07:44,07:30,-5.0,-8.0,1,30,0.179,0.181,0.129,0.892,161,3556,5103,320.6,57.1,30.7,18.6,427.0,1385.5,958.5,0
2025-03-02,6E 2005,DEL-BOM,A321neo,232,707,2.21,2.31,18:00,20:12,20:29,12.7,17.0,0,41,0.23,0.369,0.07,0.782,181,3872,5266,386.0,69.2,31.1,21.4,507.8,1077.3,569.5,0
2024-11-10,6E 2002,DEL-BOM,A320ceo,180,707,2.22,2.29,10:30,12:43,12:54,6.2,11.7,1,32,0.183,0.188,0.046,0.91,164,3500,5324,325.0,59.6,32.1,27.2,443.9,1124.7,680.9,0
2025-07-29,6E 2001,DEL-BOM,A321neo,232,707,2.29,2.31,08:00,10:17,10:18,7.7,1.6,1,44,0.435,0.312,-0.01,0.902,209,3616,5262,355.6,69.2,31.1,18.3,474.2,1563.2,1089.0,0
2024-10-02,6E 2005,DEL-BOM,A320neo,186,707,2.22,2.19,18:00,20:13,20:14,6.9,1.1,1,34,0.143,0.296,0.166,0.921,171,3174,4630,312.4,61.4,26.3,29.1,429.2,1436.8,1007.6,0
2025-07-24,6E 2000,DEL-BOM,A321neo,232,707,2.3,2.3,05:30,07:47,07:48,-3.3,0.0,1,37,0.431,0.085,0.095,0.778,180,3257,5255,333.8,69.1,31.1,20.7,454.7,1294.3,839.6,0
2025-03-06,6E 2002,DEL-BOM,A320neo,186,707,2.22,2.41,10:30,12:43,12:53,4.5,9.9,1,40,0.109,0.235,0.063,0.898,167,2620,5091,326.5,67.6,29.0,24.9,447.9,1405.0,957.0,0
2025-07-26,6E 2007,DEL-BOM,A321neo,232,707,2.31,2.49,23:00,01:18,01:44,13.3,26.0,0,42,0.282,0.013,0.007,0.888,206,3341,5673,385.9,74.6,33.6,28.5,522.6,1357.0,834.4,0
2025-03-23,6E 2001,DEL-BOM,A320neo,186,707,2.21,2.14,08:00,10:12,10:13,5.6,1.2,1,37,0.12,0.317,0.027,0.833,155,2601,4516,283.1,59.9,25.7,18.3,387.0,1106.3,719.2,0
2025-02-27,6E 2000,DEL-BOM,A320neo,186,707,2.24,2.2,05:30,07:44,07:45,2.3,1.3,1,39,0.147,0.076,0.355,0.765,142,2658,4641,309.0,61.6,26.4,23.3,420.3,1188.9,768.6,0
2025-07-02,6E 2001,DEL-BOM,A321neo,232,707,2.28,2.55,08:00,10:16,10:50,14.1,33.2,0,44,0.553,0.414,0.071,0.786,182,2812,5801,392.8,76.4,34.4,18.5,522.0,1440.6,918.6,0
2025-05-20,6E 2001,DEL-BOM,A321neo,232,707,2.22,2.22,08:00,10:13,10:18,3.9,5.3,1,43,0.115,0.439,0.116,0.826,192,3170,5065,374.7,66.6,30.0,15.1,486.5,1632.3,1145.8,0
2025-01-12,6E 2002,DEL-BOM,A321neo,232,707,2.36,2.47,10:30,12:51,13:10,12.9,18.4,0,38,0.688,0.195,0.147,0.845,196,3528,5634,355.8,74.1,33.3,29.3,492.5,1510.0,1017.5,0
2025-05-24,6E 2005,DEL-BOM,A320neo,186,707,2.26,2.21,18:00,20:15,20:24,11.8,9.3,1,37,0.194,0.163,0.4,0.853,159,2762,4665,289.0,61.9,26.5,20.8,398.2,1329.2,931.0,0
2025-02-25,6E 2000,DEL-BOM,A320neo,186,707,2.23,2.22,05:30,07:43,07:53,8.3,10.1,1,40,0.195,0.241,0.181,0.665,124,2534,4688,302.7,62.2,26.7,18.0,409.6,735.8,326.2,0
2024-09-14,6E 2005,DEL-BOM,A320neo,186,707,2.27,2.34,18:00,20:16,20:25,8.0,9.0,1,31,0.504,0.18,0.017,0.836,156,3078,4940,336.9,65.5,28.1,22.8,453.2,1275.9,822.7,0
2025-06-12,6E 2007,DEL-BOM,A320ceo,180,707,2.2,2.31,23:00,01:12,01:28,7.0,16.6,0,40,0.112,0.055,0.147,0.919,165,3320,5377,341.6,60.2,32.4,17.5,451.7,1114.0,662.3,0
2024-09-20,6E 2006,DEL-BOM,A320ceo,180,707,2.3,2.27,20:30,22:47,22:52,4.8,5.1,1,37,0.361,0.392,0.045,0.848,153,3283,5266,363.6,58.9,31.7,24.7,479.0,1331.6,852.6,0
2025-04-25,6E 2003,DEL-BOM,A320ceo,180,707,2.25,2.33,13:00,15:15,15:24,2.2,9.5,1,32,0.163,0.097,0.231,0.865,156,2889,5411,386.0,60.6,32.6,21.9,501.1,862.1,361.0,0
2024-10-10,6E 2006,DEL-BOM,A320neo,186,707,2.22,2.25,20:30,22:43,22:51,7.4,7.8,1,37,0.238,0.319,0.103,0.912,170,3840,4750,320.2,62.9,26.9,21.3,431.3,1129.6,698.3,0
2025-04-06,6E 2006,DEL-BOM,A320neo,186,707,2.2,2.44,20:30,22:42,23:06,11.9,23.9,0,41,0.159,0.37,0.007,0.889,165,3619,5158,368.6,68.3,29.3,21.7,487.9,889.0,401.0,0
2024-11-02,6E 2000,DEL-BOM,A320neo,186,707,2.23,2.17,05:30,07:43,07:41,4.0,-2.0,1,38,0.214,0.19,0.201,0.788,147,3253,4579,294.8,60.7,26.0,17.6,399.1,1228.1,829.0,0
2024-10-31,6E 2005,DEL-BOM,A320ceo,180,707,2.22,2.26,18:00,20:13,20:26,9.2,12.9,1,37,0.078,0.299,0.113,0.768,138,2448,5232,346.0,58.6,31.6,20.1,456.3,928.9,472.7,0
2025-08-14,6E 2005,DEL-BOM,A321neo,232,707,2.25,2.22,18:00,20:15,20:19,7.8,4.6,1,40,0.384,0.288,0.268,0.927,215,3837,5069,322.4,66.6,30.0,16.1,435.1,1577.9,1142.9,0
2024-11-28,6E 2006,DEL-BOM,A320ceo,180,707,2.21,2.28,20:30,22:42,22:58,11.9,15.9,0,33,0.151,0.333,0.067,0.796,143,2501,5297,393.1,59.4,32.0,19.5,504.0,777.4,273.4,0
2025-08-02,6E 2002,DEL-BOM,A320neo,186,707,2.3,2.48,10:30,12:47,13:06,6.4,18.2,0,35,0.312,0.327,0.104,0.848,158,2711,5231,384.2,69.4,29.7,29.3,512.6,810.3,297.7,0
2025-03-06,6E 2003,DEL-BOM,A320neo,186,707,2.21,2.26,13:00,15:12,15:08,-4.8,-4.2,1,39,0.186,0.149,0.144,0.839,156,2534,4768,342.5,63.3,27.1,23.4,456.3,923.7,467.3,0
2025-01-31,6E 2002,DEL-BOM,A320ceo,180,707,2.35,2.4,10:30,12:51,13:18,20.9,27.1,0,31,0.567,0.294,0.119,0.947,171,3103,5580,355.6,62.5,33.6,29.5,481.2,1330.9,849.6,0
2025-03-21,6E 2000,DEL-BOM,A320ceo,180,707,2.2,2.32,05:30,07:42,07:44,-0.6,2.6,1,34,0.134,0.088,0.178,0.832,150,3298,5387,353.6,60.3,32.5,28.6,474.9,1328.6,853.8,0
2025-02-23,6E 2005,DEL-BOM,A320ceo,180,707,2.26,2.3,18:00,20:15,20:32,12.3,16.9,0,37,0.204,0.196,0.092,0.803,145,2448,5326,387.7,59.7,32.1,24.9,504.5,1194.0,689.5,0
2025-08-02,6E 2001,DEL-BOM,A320neo,186,707,2.29,2.42,08:00,10:17,10:36,8.2,19.6,0,31,0.571,0.176,0.008,0.819,152,2877,5108,336.2,67.7,29.0,28.2,461.2,972.6,511.4,0
2024-08-28,6E 2004,DEL-BOM,A320neo,186,707,2.29,2.37,15:30,17:47,17:55,0.7,8.4,1,26,0.587,0.066,-0.012,0.715,133,2905,5013,324.0,66.5,28.5,18.4,437.4,1063.9,626.5,0
2025-08-10,6E 2007,DEL-BOM,A321neo,232,707,2.27,2.34,23:00,01:16,01:35,8.3,19.4,0,40,0.371,0.21,0.069,0.941,218,3169,5339,393.6,70.2,31.6,17.5,512.9,1772.5,1259.6,0
2025-02-27,6E 2005,DEL-BOM,A321neo,232,707,2.25,2.32,18:00,20:14,20:32,10.9,17.4,0,36,0.056,0.241,0.086,0.852,198,3144,5286,372.9,69.5,31.3,28.8,502.5,1086.6,584.1,0
2025-02-11,6E 2002,DEL-BOM,A320neo,186,707,2.25,2.33,10:30,12:45,12:50,4.4,5.4,1,34,0.212,0.329,0.151,0.805,150,3057,4917,329.8,65.2,27.9,19.3,442.2,1283.8,841.6,0
2024-10-03,6E 2005,DEL-BOM,A320ceo,180,707,2.21,2.38,18:00,20:12,20:25,8.1,12.6,1,39,0.11,0.339,0.079,0.782,141,1774,5521,363.1,62.0,33.4,21.9,480.3,989.2,508.8,0
2025-08-11,6E 2004,DEL-BOM,A321neo,232,707,2.25,2.28,15:30,17:45,17:56,13.7,11.7,1,41,0.365,0.117,0.081,0.894,207,3623,5197,318.5,68.3,30.7,24.6,442.1,1104.3,662.1,0
2024-11-29,6E 2005,DEL-BOM,A320neo,186,707,2.21,2.35,18:00,20:12,20:20,5.1,8.3,1,40,0.163,0.406,0.143,0.897,167,4092,4965,335.4,65.7,28.2,29.7,459.0,1070.0,611.0,0
2025-06-16,6E 2003,DEL-BOM,A321neo,232,707,2.23,2.14,13:00,15:13,15:14,4.6,0.2,1,46,0.226,0.069,0.193,0.883,205,3474,4888,332.9,64.3,28.9,23.3,449.5,1595.3,1145.9,0
2025-01-27,6E 2002,DEL-BOM,A320neo,186,707,2.32,2.37,10:30,12:49,13:13,18.3,24.5,0,34,0.446,0.35,0.12,0.834,155,2863,5010,331.3,66.4,28.5,22.2,448.4,858.2,409.8,0
2025-03-09,6E 2003,DEL-BOM,A321neo,232,707,2.22,2.13,13:00,15:13,15:10,4.4,-2.1,1,43,0.115,0.048,0.126,0.814,189,3693,4863,317.7,63.9,28.8,22.8,433.2,1005.3,572.0,0
2024-11-14,6E 2000,DEL-BOM,A320neo,186,707,2.22,2.19,05:30,07:42,08:04,18.8,21.0,0,25,0.139,0.214,0.113,0.922,171,3138,4622,284.4,61.3,26.3,18.4,390.4,1423.8,1033.4,0
2025-02-02,6E 2001,DEL-BOM,A320neo,186,707,2.2,2.24,08:00,10:12,10:27,11.3,15.6,0,36,0.162,0.204,0.145,0.868,161,2604,4718,300.2,62.6,26.8,29.9,419.5,855.1,435.6,0
2025-05-15,6E 2001,DEL-BOM,A320ceo,180,707,2.23,2.23,08:00,10:13,10:36,16.9,22.6,0,36,0.157,0.351,0.269,0.899,162,3201,5184,355.4,58.0,31.2,17.1,461.9,1354.7,892.8,0
2024-09-23,6E 2006,DEL-BOM,A320ceo,180,707,2.3,2.45,20:30,22:48,23:06,13.4,18.6,0,34,0.477,0.52,0.117,0.82,148,2882,5689,389.2,63.7,34.3,21.0,508.3,1104.7,596.4,0
2025-02-20,6E 2002,DEL-BOM,A320neo,186,707,2.25,2.4,10:30,12:44,13:08,12.1,23.2,0,37,0.178,0.272,0.005,0.85,158,3424,5080,334.8,67.3,28.8,27.1,458.0,1353.5,895.5,0
2025-05-07,6E 2007,DEL-BOM,A321neo,232,707,2.2,2.16,23:00,01:12,01:03,-4.2,-8.0,1,38,0.138,0.078,0.193,0.93,216,3972,4930,338.3,64.8,29.1,25.0,457.3,1439.0,981.7,0
2025-05-19,6E 2006,DEL-BOM,A321neo,232,707,2.21,2.2,20:30,22:42,22:46,4.6,3.6,1,46,0.065,0.279,0.164,0.82,190,3448,5013,336.7,65.9,29.7,29.8,462.1,1493.8,1031.8,0
2025-02-04,6E 2005,DEL-BOM,A320neo,186,707,2.24,2.13,18:00,20:14,20:13,7.0,-0.7,1,39,0.208,0.324,0.208,0.856,159,2759,4495,279.8,59.6,25.6,28.1,393.0,1388.9,995.8,0
2025-05-08,6E 2000,DEL-BOM,A321neo,232,707,2.24,2.37,05:30,07:44,07:53,4.3,9.3,1,40,0.081,0.141,0.211,0.858,199,3929,5408,358.5,71.1,32.0,26.1,487.6,1463.6,975.9,0
2025-03-28,6E 2002,DEL-BOM,A320neo,186,707,2.24,2.33,10:30,12:44,12:57,10.6,13.0,1,32,0.202,0.472,0.139,0.886,165,3654,4933,296.9,65.3,28.0,21.5,411.7,1434.8,1023.1,0
2025-07-14,6E 2001,DEL-BOM,A320ceo,180,707,2.3,2.54,08:00,10:18,10:42,10.1,24.7,0,32,0.357,0.436,0.152,0.754,136,2417,5893,382.5,66.1,35.6,20.5,504.6,1003.9,499.3,0
2025-05-16,6E 2000,DEL-BOM,A320ceo,180,707,2.24,2.29,05:30,07:44,07:39,-2.6,-4.5,1,39,0.087,0.197,-0.084,0.895,161,3378,5312,362.9,59.5,32.0,19.3,473.6,1068.7,595.1,0
2024-12-30,6E 2004,DEL-BOM,A320ceo,180,707,2.36,2.61,15:30,17:51,18:28,15.9,37.0,0,39,0.491,0.22,0.24,0.827,149,3154,6056,385.6,67.8,36.5,23.4,513.4,813.2,299.8,0
2025-06-09,6E 2006,DEL-BOM,A320neo,186,707,2.21,2.26,20:30,22:42,22:59,9.6,17.1,0,34,0.207,0.413,0.116,0.921,171,2519,4759,322.6,63.2,27.1,27.5,440.3,1103.5,663.2,0
2025-06-02,6E 2002,DEL-BOM,A321neo,232,707,2.2,2.14,10:30,12:42,12:41,3.1,-0.7,1,51,0.162,0.338,0.303,0.902,209,3762,4876,299.7,64.1,28.8,24.7,417.4,1594.8,1177.4,0
2024-11-18,6E 2005,DEL-BOM,A320ceo,180,707,2.2,2.43,18:00,20:12,20:25,1.1,13.7,1,37,0.198,0.482,0.119,0.837,151,2733,5632,397.8,63.1,34.0,17.7,512.6,1252.4,739.8,0
2025-03-02,6E 2006,DEL-BOM,A321neo,232,707,2.25,2.39,20:30,22:44,22:58,5.6,13.3,1,49,0.216,0.238,0.059,0.888,206,3870,5455,352.2,71.7,32.3,26.4,482.5,1315.5,833.1,0
2024-12-05,6E 2000,DEL-BOM,A320ceo,180,707,2.34,2.39,05:30,07:50,08:06,12.3,16.5,0,31,0.491,0.085,0.103,0.771,139,2618,5542,344.1,62.1,33.4,29.0,468.7,995.5,526.8,0
2024-10-29,6E 2005,DEL-BOM,A320neo,186,707,2.21,2.41,18:00,20:12,20:33,10.3,20.8,0,36,0.134,0.466,-0.03,0.821,153,3054,5100,355.6,67.6,29.0,28.6,480.8,1088.2,607.4,0
2024-11-30,6E 2006,DEL-BOM,A320ceo,180,707,2.24,2.21,20:30,22:44,22:45,5.8,1.3,1,36,0.073,0.248,0.201,0.907,163,2461,5125,308.1,57.4,30.9,22.6,419.0,884.9,465.9,0
2025-08-09,6E 2005,DEL-BOM,A320ceo,180,707,2.26,2.28,18:00,20:15,20:30,12.8,14.9,1,34,0.582,0.284,0.005,0.858,155,2435,5289,348.4,59.3,31.9,22.1,461.7,1188.3,726.6,0
2025-07-01,6E 2003,DEL-BOM,A320ceo,180,707,2.3,2.48,13:00,15:17,15:43,11.2,25.3,0,34,0.567,0.159,0.04,0.89,160,3104,5748,431.0,64.4,34.7,23.9,553.9,1302.6,748.7,0
2024-12-04,6E 2001,DEL-BOM,A321neo,232,707,2.34,2.31,08:00,10:20,10:31,14.2,11.1,1,38,0.514,0.21,0.121,0.882,205,3270,5271,374.1,69.3,31.2,21.4,496.0,1217.3,721.2,0
2024-08-21,6E 2006,DEL-BOM,A320ceo,180,707,2.27,2.32,20:30,22:46,23:08,18.4,22.3,0,33,0.596,0.254,0.085,0.9,162,3280,5379,353.0,60.2,32.4,29.5,475.1,869.4,394.3,0
2024-09-22,6E 2003,DEL-BOM,A321neo,232,707,2.27,2.34,13:00,15:16,15:22,2.6,6.6,1,38,0.456,0.069,0.131,0.898,208,4170,5338,346.0,70.1,31.5,23.2,470.8,1744.8,1273.9,0
